date,close
2022-01-03,178.6456756591797
2022-01-04,176.37832641601562
2022-01-05,171.6866912841797
2022-01-06,168.82069396972656
2022-01-07,168.98751831054688
2022-01-10,169.00718688964844
2022-01-11,171.84375
2022-01-12,172.2854461669922
2022-01-13,169.00718688964844
2022-01-14,169.8709259033203
2022-01-18,166.66136169433594
2022-01-19,163.15733337402344
2022-01-20,161.46913146972656
2022-01-21,159.40794372558594
2022-01-24,158.63255310058594
2022-01-25,156.8265380859375
2022-01-26,156.73825073242188
2022-01-27,156.27691650390625
2022-01-28,167.18157958984375
2022-01-31,171.54930114746094
2022-02-01,171.38246154785156
2022-02-02,172.58970642089844
2022-02-03,169.7040252685547
2022-02-04,169.41903686523438
2022-02-07,168.70164489746094
2022-02-08,171.81698608398438
2022-02-09,173.2420196533203
2022-02-10,169.15370178222656
2022-02-11,165.73367309570312
2022-02-14,165.96954345703125
2022-02-15,169.81214904785156
2022-02-16,169.57627868652344
2022-02-17,165.96954345703125
2022-02-18,164.416748046875
2022-02-22,161.48814392089844
2022-02-23,157.31138610839844
2022-02-24,159.93533325195312
2022-02-25,162.00900268554688
2022-02-28,162.27432250976562
2022-03-01,160.38743591308594
2022-03-02,163.6894989013672
2022-03-03,163.36520385742188
2022-03-04,160.35791015625
2022-03-07,156.55467224121094
2022-03-08,154.7266845703125
2022-03-09,160.1417236328125
2022-03-10,155.7880859375
2022-03-11,152.0634002685547
2022-03-14,148.0242156982422
2022-03-15,152.4171905517578
2022-03-16,156.8396453857422
2022-03-17,157.85186767578125
2022-03-18,161.15396118164062
2022-03-21,162.5298309326172
2022-03-22,165.91058349609375
2022-03-23,167.27659606933594
2022-03-24,171.07009887695312
2022-03-25,171.7089080810547
2022-03-28,172.57374572753906
2022-03-29,175.8758544921875
2022-03-30,174.70632934570312
2022-03-31,171.60081481933594
2022-04-01,171.30593872070312
2022-04-04,175.36480712890625
2022-04-05,172.04302978515625
2022-04-06,168.86868286132812
2022-04-07,169.17335510253906
2022-04-08,167.15869140625
2022-04-11,162.8934783935547
2022-04-12,164.7705841064453
2022-04-13,167.4633331298828
2022-04-14,162.44140625
2022-04-18,162.2252197265625
2022-04-19,164.51502990722656
2022-04-20,164.3479461669922
2022-04-21,163.55194091796875
2022-04-22,159.00172424316406
2022-04-25,160.0729522705078
2022-04-26,154.09771728515625
2022-04-27,153.87168884277344
2022-04-28,160.81983947753906
2022-04-29,154.93304443359375
2022-05-02,155.23776245117188
2022-05-03,156.7315216064453
2022-05-04,163.15882873535156
2022-05-05,154.0682373046875
2022-05-06,154.79656982421875
2022-05-09,149.65895080566406
2022-05-10,152.0702667236328
2022-05-11,144.186767578125
2022-05-12,140.30897521972656
2022-05-13,144.78713989257812
2022-05-16,143.24191284179688
2022-05-17,146.88351440429688
2022-05-18,138.59646606445312
2022-05-19,135.18125915527344
2022-05-20,135.41746520996094
2022-05-23,140.85031127929688
2022-05-24,138.14373779296875
2022-05-25,138.3011932373047
2022-05-26,141.50973510742188
2022-05-27,147.27716064453125
2022-05-31,146.48983764648438
2022-06-01,146.36187744140625
2022-06-02,148.8223876953125
2022-06-03,143.08447265625
2022-06-06,143.83245849609375
2022-06-07,146.36187744140625
2022-06-08,145.62371826171875
2022-06-09,140.38772583007812
2022-06-10,134.96475219726562
2022-06-13,129.79762268066406
2022-06-14,130.66371154785156
2022-06-15,133.29156494140625
2022-06-16,128.00636291503906
2022-06-17,129.48268127441406
2022-06-21,133.72462463378906
2022-06-22,133.2128448486328
2022-06-23,136.08673095703125
2022-06-24,139.42320251464844
2022-06-27,139.42320251464844
2022-06-28,135.2698516845703
2022-06-29,137.0315704345703
2022-06-30,134.5612030029297
2022-07-01,136.73629760742188
2022-07-05,139.32476806640625
2022-07-06,140.6632843017578
2022-07-07,144.03912353515625
2022-07-08,144.71824645996094
2022-07-11,142.5824737548828
2022-07-12,143.55686950683594
2022-07-13,143.19273376464844
2022-07-14,146.1256561279297
2022-07-15,147.79881286621094
2022-07-18,144.74777221679688
2022-07-19,148.61570739746094
2022-07-20,150.6234893798828
2022-07-21,152.89703369140625
2022-07-22,151.6569366455078
2022-07-25,150.534912109375
2022-07-26,149.20623779296875
2022-07-27,154.31430053710938
2022-07-28,154.86546325683594
2022-07-29,159.9439697265625
2022-08-01,158.95973205566406
2022-08-02,157.4834442138672
2022-08-03,163.50685119628906
2022-08-04,163.19187927246094
2022-08-05,162.9652099609375
2022-08-08,162.49209594726562
2022-08-09,162.54136657714844
2022-08-10,166.79908752441406
2022-08-11,166.05990600585938
2022-08-12,169.61781311035156
2022-08-15,170.692138671875
2022-08-16,170.53439331054688
2022-08-17,172.03248596191406
2022-08-18,171.6382598876953
2022-08-19,169.0461883544922
2022-08-22,165.15318298339844
2022-08-23,164.8180389404297
2022-08-24,165.11373901367188
2022-08-25,167.57766723632812
2022-08-26,161.26011657714844
2022-08-29,159.05245971679688
2022-08-30,156.61807250976562
2022-08-31,154.95242309570312
2022-09-01,155.68179321289062
2022-09-02,153.5627899169922
2022-09-06,152.30123901367188
2022-09-07,153.71063232421875
2022-09-08,152.2322540283203
2022-09-09,155.10028076171875
2022-09-12,161.07284545898438
2022-09-13,151.62120056152344
2022-09-14,153.06997680664062
2022-09-15,150.17236328125
2022-09-16,148.52647399902344
2022-09-19,152.25193786621094
2022-09-20,154.63705444335938
2022-09-21,151.50291442871094
2022-09-22,150.53704833984375
2022-09-23,148.26034545898438
2022-09-26,148.595458984375
2022-09-27,149.57118225097656
2022-09-28,147.67884826660156
2022-09-29,140.42503356933594
2022-09-30,136.2067413330078
2022-10-03,140.39544677734375
2022-10-04,143.99281311035156
2022-10-05,144.28848266601562
2022-10-06,143.33250427246094
2022-10-07,138.06948852539062
2022-10-10,138.39471435546875
2022-10-11,136.97552490234375
2022-10-12,136.3447265625
2022-10-13,140.9276885986328
2022-10-14,136.38417053222656
2022-10-17,140.35604858398438
2022-10-18,141.67672729492188
2022-10-19,141.78512573242188
2022-10-20,141.3218994140625
2022-10-21,145.14596557617188
2022-10-24,147.2944793701172
2022-10-25,150.142822265625
2022-10-26,147.19595336914062
2022-10-27,142.71156311035156
2022-10-28,153.4938201904297
2022-10-31,151.12838745117188
2022-11-01,148.47718811035156
2022-11-02,142.93824768066406
2022-11-03,136.87696838378906
2022-11-04,136.6104278564453
2022-11-07,137.1435089111328
2022-11-08,137.7161102294922
2022-11-09,133.14529418945312
2022-11-10,144.99183654785156
2022-11-11,147.78564453125
2022-11-14,146.3837890625
2022-11-15,148.12130737304688
2022-11-16,146.88726806640625
2022-11-17,148.79261779785156
2022-11-18,149.35531616210938
2022-11-21,146.1172637939453
2022-11-22,148.25950622558594
2022-11-23,149.1381378173828
2022-11-25,146.2159881591797
2022-11-28,142.37571716308594
2022-11-29,139.36473083496094
2022-11-30,146.1370086669922
2022-12-01,146.41343688964844
2022-12-02,145.91981506347656
2022-12-05,144.75489807128906
2022-12-06,141.08245849609375
2022-12-07,139.13768005371094
2022-12-08,140.82579040527344
2022-12-09,140.34207153320312
2022-12-12,142.64227294921875
2022-12-13,143.6097412109375
2022-12-14,141.378662109375
2022-12-15,134.7544403076172
2022-12-16,132.7898712158203
2022-12-19,130.67726135253906
2022-12-20,130.60813903808594
2022-12-21,133.7178497314453
2022-12-22,130.53904724121094
2022-12-23,130.17379760742188
2022-12-27,128.36717224121094
2022-12-28,124.42822265625
2022-12-29,127.95255279541016
2022-12-30,128.26846313476562
2023-01-03,123.47061920166016
2023-01-04,124.7441177368164
2023-01-05,123.4212417602539
2023-01-06,127.96241760253906
2023-01-09,128.4856414794922
2023-01-10,129.0582275390625
2023-01-11,131.78294372558594
2023-01-12,131.70394897460938
2023-01-13,133.03671264648438
2023-01-17,134.2016143798828
2023-01-18,133.48097229003906
2023-01-19,133.5401611328125
2023-01-20,136.10693359375
2023-01-23,139.30548095703125
2023-01-24,140.70733642578125
2023-01-25,140.0458984375
2023-01-26,142.1190643310547
2023-01-27,144.06385803222656
2023-01-30,141.17135620117188
2023-01-31,142.44483947753906
2023-02-01,143.5702362060547
2023-02-02,148.8913116455078
2023-02-03,152.52426147460938
2023-02-06,149.78968811035156
2023-02-07,152.67233276367188
2023-02-08,149.9772491455078
2023-02-09,148.94068908691406
2023-02-10,149.3065185546875
2023-02-13,152.11448669433594
2023-02-14,151.4718017578125
2023-02-15,153.5778045654297
2023-02-16,151.97605895996094
2023-02-17,150.82916259765625
2023-02-21,146.80503845214844
2023-02-22,147.230224609375
2023-02-23,147.71469116210938
2023-02-24,145.05502319335938
2023-02-27,146.25137329101562
2023-02-28,145.74713134765625
2023-03-01,143.6708221435547
2023-03-02,144.26406860351562
2023-03-03,149.32627868652344
2023-03-06,152.0947265625
2023-03-07,149.8898468017578
2023-03-08,151.14553833007812
2023-03-09,148.89125061035156
2023-03-10,146.82484436035156
2023-03-13,148.77261352539062
2023-03-14,150.8686981201172
2023-03-15,151.26417541503906
2023-03-16,154.09190368652344
2023-03-17,153.25148010253906
2023-03-20,155.6244354248047
2023-03-21,157.4832305908203
2023-03-22,156.04957580566406
2023-03-23,157.1371612548828
2023-03-24,158.44229125976562
2023-03-27,156.49452209472656
2023-03-28,155.87159729003906
2023-03-29,158.9564208984375
2023-03-30,160.52847290039062
2023-03-31,163.03982543945312
2023-04-03,164.29550170898438
2023-04-04,163.7615966796875
2023-04-05,161.91265869140625
2023-04-06,162.8025360107422
2023-04-10,160.20220947265625
2023-04-11,158.986083984375
2023-04-12,158.29397583007812
2023-04-13,163.69235229492188
2023-04-14,163.34634399414062
2023-04-17,163.36611938476562
2023-04-18,164.5921173095703
2023-04-19,165.739013671875
2023-04-20,164.77011108398438
